time_s,gyro_x_rad_s,gyro_y_rad_s,gyro_z_rad_s
5.458747910,-0.003794586,0.002405738,-0.000253275
5.468745910,-0.007997321,0.002663799,-0.004066123
5.478743920,-0.004531913,0.007000333,-0.007339636
5.488740910,-0.000277780,0.010970839,-0.006824580
5.498738910,-0.002169607,0.015479784,-0.009782708
5.508736910,-0.003541402,0.022243680,-0.010514013
5.518733910,-0.007306686,0.027696326,-0.003380279
5.528731910,-0.007925604,0.022726867,0.004439028
5.538729910,-0.005384391,0.015480637,0.006533303
5.548726910,0.004317771,0.009617954,-0.001340333
5.558724910,0.020370912,0.009427995,-0.015152028
5.568722910,0.036886506,0.009518810,-0.028289668
5.578719910,0.047896903,0.022343524,-0.034857493
5.588717910,0.048192516,0.034896597,-0.027914900
5.598715910,0.035982508,0.048505355,-0.013419355
5.608713910,0.023663258,0.052799173,0.004525557
5.618710910,0.025536494,0.061695687,0.002387045
5.628708910,0.018943572,0.070586920,-0.000450553
5.638706910,0.005780125,0.050074946,0.002002449
5.648703910,0.000218646,0.018386260,0.007588163
5.658701910,0.006590525,-0.000237490,0.015213327
5.668699910,0.015582688,-0.004467123,0.026143204
5.678696910,0.022272201,0.009589896,0.040377159
5.688694910,0.020864986,0.027268492,0.045941833
5.698692910,0.015835697,0.045108207,0.044206046
5.708689910,0.009681132,0.064491227,0.036810447
5.718687910,-0.001895569,0.082337908,0.030210780
5.728685910,-0.010044575,0.085161395,0.024478592
5.738683910,-0.010759798,0.073638804,0.019324355
5.748680910,-0.021307249,0.055930380,0.011877092
5.758678920,-0.032972053,0.036587484,-0.001009604
5.768676910,-0.038329799,0.033834577,-0.009081379
5.778672750,-0.038837280,0.036655623,0.000563552
5.788670750,-0.037751779,0.045080800,0.017295927
5.798668750,-0.029372307,0.056447014,0.021606565
5.808665750,-0.007183115,0.066437595,0.010720360
5.818663750,0.012212744,0.076919250,0.002101718
5.828661750,0.018688753,0.089134902,0.006186208
5.838658750,0.022152033,0.083695240,0.005434441
5.848656750,0.033690445,0.072968028,-0.000570188
5.858654750,0.043049626,0.044959906,-0.013106805
5.868652750,0.041644275,0.003622054,-0.025303015
5.878649750,0.044885769,-0.029473221,-0.034787409
5.888647750,0.059588548,-0.055359412,-0.035768252
5.898645750,0.075230293,-0.063264839,-0.032713201
5.908642750,0.071755663,-0.070085727,-0.020480238
5.918640750,0.062857360,-0.053138942,-0.018882548
5.928638750,0.051082727,-0.034394816,-0.027681632
5.938635750,0.022660015,-0.019763486,-0.031078504
5.948633750,-0.002018168,-0.001720570,-0.024731925
5.958631750,-0.003804420,0.008318920,-0.013199766
5.968628750,0.003287844,0.024428381,-0.004206271
5.978626750,0.005791630,0.027427614,0.004427371
5.988624750,0.004712517,0.019405372,0.003999933
5.998622750,-0.005957852,0.012147480,-0.006029205
6.008619750,-0.016982274,0.004310063,-0.019145275
6.018617750,-0.019130126,0.004164806,-0.015803788
6.028615750,-0.017332757,0.014326363,-0.007221218
6.038612750,-0.019558091,0.021870634,0.009152992
6.048610750,-0.020964507,0.029424956,0.020605916
6.058608750,-0.015850905,0.026872344,0.027486024
6.068605750,0.005340666,0.013496618,0.026178945
6.078603750,0.021495381,-0.003863097,0.015724242
6.088601750,0.034697469,-0.015323211,0.001875004
6.098599750,0.037610169,-0.023554776,-0.004300600
6.108596750,0.025592122,-0.016948538,0.001941317
6.118594750,-0.000154095,0.005531294,0.009094758
6.128592750,-0.022084162,0.028506652,0.013792041
6.138589750,-0.030421201,0.045151025,0.014989949
6.148587750,-0.022227718,0.034349244,0.019447016
6.158585750,-0.008992163,0.015771836,0.017719360
6.168582750,0.003274889,-0.005009875,0.012564813
6.178580750,0.006550098,-0.017812302,0.014452841
6.188578750,0.006004949,-0.017375013,0.019395666
6.198575750,0.002835513,-0.017679468,0.020038072
6.208573750,-0.003057264,-0.014978488,0.013378306
6.218571750,-0.013901529,-0.010449974,0.010806767
6.228569750,-0.023331517,-0.005626190,0.011179077
6.238566750,-0.020264804,0.008206478,0.018485570
6.248564750,-0.000187233,0.031739503,0.021603333
6.258562750,0.012955603,0.046650138,0.008387088
6.268559750,0.009377114,0.043726519,-0.002863969
6.278557750,-0.001390694,0.033021450,-0.009632153
6.288555750,-0.007586006,0.032387618,-0.011239903
6.298552750,-0.013041176,0.033121247,-0.008296114
6.308550750,-0.014533611,0.026567470,-0.003091765
6.318548750,-0.010111052,0.017308420,-0.000756412
6.328545750,-0.000492513,0.002319350,0.003792266
6.338543750,0.002606120,-0.016885104,0.007496621
6.348541750,-0.002974267,-0.022121677,0.010327561
6.358538750,-0.010643674,-0.007598205,0.015687490
6.368536750,-0.019612936,0.014652771,0.021066809
6.378534750,-0.028477758,0.038320694,0.024296138
6.388532750,-0.035278939,0.040704224,0.022873744
6.398529750,-0.037723280,0.033075269,0.015607484
6.408527750,-0.036707018,0.042148657,0.015432247
6.418525750,-0.038972318,0.044173609,0.013311855
6.428522750,-0.042369179,0.047755294,0.011015411
6.438520750,-0.035614826,0.047955167,0.002864705
6.448518750,-0.020984218,0.056208566,0.007572907
6.458515750,-0.013324225,0.063277677,0.021633452
6.468513750,-0.007683383,0.031792194,0.018868292
6.478511750,0.010950963,-0.001693576,-0.002723699
6.488508750,0.030449297,-0.035127435,-0.019367924
6.498506750,0.036992520,-0.060713641,-0.015935065
6.508504750,0.037281740,-0.053629633,-0.005480825
6.518502750,0.032960519,-0.030386664,0.004800273
6.528499750,0.017746145,-0.003417898,0.012460058
6.538497750,0.003704236,0.015208175,0.018538712
6.548495750,-0.012513882,0.024307130,0.014676597
6.558492750,-0.012859680,0.015336785,0.009684442
6.568490750,-0.007542411,0.004076674,0.001805480
6.578488750,-0.009379875,-0.005584188,-0.005250506
6.588485750,-0.019961413,-0.010308902,-0.008978931
6.598483750,-0.032860082,0.007715316,-0.011335984
6.608481750,-0.031554069,0.041200571,-0.009842217
6.618478750,-0.026178373,0.063127086,-0.001891275
6.628476750,-0.027826602,0.062444784,0.003238773
6.638474750,-0.025411608,0.041533977,0.002374975
6.648471750,-0.014145904,0.020659322,0.001142997
6.658469750,-0.004924881,0.021015178,0.003717037
6.668467750,-0.003469730,0.031782337,0.012422644
6.678465750,-0.006205468,0.036741756,0.017299168
6.688462750,0.000103027,0.039206244,0.021626005
6.698460750,0.005402706,0.033553034,0.032734070
6.708458750,-0.003390520,0.029602770,0.042525448
6.718455750,-0.013609242,0.020879110,0.046825744
6.728453750,-0.007507673,0.016963199,0.038595248
6.738451750,0.000918787,0.021438714,0.037797164
6.748448750,-0.001662349,0.030130740,0.042264085
6.758446750,0.001115389,0.034987856,0.047946651
6.768444750,0.007764237,0.033190221,0.040226948
6.778441500,0.013465012,0.026916197,0.024928400
6.788439500,0.021219604,0.015454483,0.009916428
6.798437500,0.027840104,0.011202722,0.001983079
6.808435500,0.034455929,0.012436565,0.004328525
6.818432500,0.027359311,0.010550457,0.008755935
6.828430500,0.015001178,0.014990213,0.016471380
6.838428500,-0.002359725,0.026422461,0.022763431
6.848425500,-0.017625229,0.026902363,0.030860240
6.858423500,-0.031539645,0.025773810,0.032415923
6.868421500,-0.040967502,0.021606762,0.032828715
6.878418500,-0.041701145,0.018995989,0.038831055
6.888416500,-0.042201821,0.023722835,0.040165298
6.898414500,-0.037475728,0.021962406,0.044287805
6.908411500,-0.027150651,0.027592063,0.041834768
6.918409500,-0.018157505,0.050113406,0.035670768
6.928407500,-0.019175099,0.055713236,0.025435176
6.938405500,-0.020575145,0.046916645,0.014276866
6.948402500,-0.011598960,0.032380313,0.004802670
6.958400500,0.006673788,0.016320920,0.001452680
6.968398500,0.022853289,0.008968731,-0.001817682
6.978395500,0.023570884,-0.001927136,-0.000892243
6.988393500,0.013506799,-0.005864619,-0.000831523
6.998391500,0.005340769,-0.006656208,0.000271225
7.008388500,0.003503188,-0.004654576,0.002193494
7.018386500,-0.002229799,-0.014093884,0.001382295
7.028384500,-0.005539043,-0.021792816,0.001115713
7.038381500,-0.009886248,-0.034214407,-0.000604432
7.048379500,-0.013210139,-0.038937792,-0.001346921
7.058377500,-0.009832853,-0.033495486,-0.000116499
7.068374500,-0.002372540,-0.033969793,0.006488407
7.078372500,0.004409855,-0.043414943,0.007982415
7.088370500,0.011567634,-0.055655632,0.003780480
7.098367500,0.020745164,-0.066861562,-0.001671560
7.108365500,0.021532394,-0.068088219,-0.000059016
7.118363500,0.018875731,-0.050706659,0.005469516
7.128361500,0.017422445,-0.023132823,0.011120478
7.138358500,0.010241890,0.017700704,0.021761147
7.148356500,0.000545055,0.065705515,0.041828066
7.158354500,-0.012205317,0.139025405,0.065165780
7.168351500,-0.030917220,0.472614557,0.148353338
7.178349500,-0.111870855,1.176656961,0.329743773
7.188347500,-0.288134813,2.339210510,0.586961746
7.198344500,-0.608964264,3.815255165,0.852257371
7.208342500,-1.051208615,5.228140831,1.164616942
7.218340500,-1.513004661,6.312057018,1.490029573
7.228337500,-1.817188621,7.222890854,1.666998982
7.238335500,-1.951787233,8.019885063,1.701860666
7.248333500,-1.958414793,8.588989258,1.640110016
7.258330500,-1.892758727,9.117017746,1.530130386
7.268328500,-1.749427438,9.560957909,1.407480955
7.278326500,-1.456226230,9.897882462,1.338991046
7.288324500,-1.053726673,10.401530270,1.272534251
7.298321500,-0.723176122,11.020834920,1.182017446
7.308319500,-0.552849412,11.317540170,1.092811942
7.318317500,-0.449537218,11.263113020,0.963860869
7.328314500,-0.385451973,10.829125400,0.774133265
7.338312500,-0.365565628,9.894878387,0.499453038
7.348310500,-0.301015139,8.666895866,0.092155837
7.358307500,-0.139552712,7.395569324,-0.282489508
7.368305500,0.107792117,6.101556301,-0.425082058
7.378303500,0.482322663,5.016407967,-0.285574943
7.388300500,0.871258974,4.167156696,0.048667744
7.398298500,1.130446553,3.551610231,0.440027028
7.408296500,1.200578332,3.189009905,0.748865306
7.418293500,1.101721883,2.935066938,0.976617754
7.428291500,0.917090714,2.685833693,1.084415555
7.438289500,0.721026838,2.417800426,1.083684921
7.448287500,0.535608292,2.060101986,1.021928072
7.458284500,0.392366022,1.746568203,0.910707354
7.468282500,0.274768025,1.450013757,0.852480292
7.478280500,0.155659676,1.173136711,0.850692093
7.488277500,0.176440850,0.990608931,0.875172913
7.498275500,0.253797233,0.645393074,0.822831333
7.508273500,0.329278946,0.120420411,0.657084167
7.518270500,0.426590413,-0.518892884,0.501160979
7.528268500,0.539453268,-1.095348477,0.408873409
7.538266500,0.687802195,-1.782243729,0.352954924
7.548263500,0.802710950,-2.715652943,0.195828691
7.558261500,0.892706096,-3.756450176,-0.022064596
7.568259500,0.975163996,-4.810473442,-0.211564481
7.578256500,1.027382731,-5.897370815,-0.347558558
7.588254500,1.011069536,-6.903237343,-0.471897036
7.598252500,0.910921037,-7.737149239,-0.568034887
7.608249500,0.675163329,-8.423620224,-0.613034546
7.618247500,0.323736996,-8.856816292,-0.596600950
7.628245500,-0.102265969,-9.057573318,-0.463972390
7.638243500,-0.523220718,-8.996934891,-0.233266085
7.648240500,-0.879485071,-8.767180443,0.049115010
7.658238500,-1.162000060,-8.555716515,0.309839278
7.668236500,-1.376439214,-8.560366631,0.429557413
7.678233500,-1.564606905,-8.913706779,0.373997509
7.688231500,-1.763298750,-9.379764557,0.176175788
7.698229500,-1.945870519,-9.930998802,-0.125768110
7.708226500,-2.055677652,-10.563276290,-0.468542516
7.718224500,-2.028383255,-11.143666270,-0.792084813
7.728222500,-1.888850212,-11.682913780,-1.093157887
7.738219500,-1.691367745,-12.307865140,-1.462679744
7.748217500,-1.426639676,-12.844343190,-1.954236388
7.758215500,-1.039834261,-13.121760370,-2.452095509
7.768212500,-0.517194867,-12.947099690,-2.838373184
7.778210870,0.081376992,-12.163534160,-3.099365950
7.788208870,0.645154059,-11.009032250,-3.180402040
7.798206870,1.095577002,-9.800702095,-3.035276175
7.808203870,1.334227920,-8.649601936,-2.712783337
7.818201870,1.289206028,-7.526699066,-2.293608904
7.828199870,0.996308029,-6.325117111,-1.849123120
7.838196870,0.544426680,-5.154352665,-1.372064352
7.848194870,0.059753224,-4.020991325,-0.939784288
7.858192870,-0.307035208,-2.998697281,-0.586794734
7.868189870,-0.483516485,-2.131094694,-0.291856319
7.878187870,-0.490671039,-1.353596926,-0.057955734
7.888185870,-0.399871618,-0.681782901,0.122100048
7.898182870,-0.284405947,-0.191501230,0.297412604
7.908180870,-0.174032316,0.134982869,0.456672311
7.918178870,-0.070192523,0.369954139,0.553438962
7.928175870,0.002281145,0.516953707,0.590604961
7.938173870,0.045369100,0.593456626,0.589563906
7.948171870,0.080595531,0.620780408,0.577885389
7.958168870,0.111324422,0.607790172,0.572901308
7.968166870,0.139286816,0.585804999,0.570934296
7.978164870,0.159535825,0.570391178,0.551344991
7.988161870,0.162175804,0.600619674,0.537683785
7.998159870,0.141672507,0.688073993,0.527014375
8.008157870,0.101486728,0.816404283,0.507972002
8.018155870,0.063048482,0.954953790,0.491006702
8.028152870,0.048253290,1.109387994,0.496795863
8.038150870,0.056843095,1.321229577,0.533940494
8.048148870,0.089919023,1.615863323,0.603174388
8.058145870,0.127830565,1.988138556,0.714601934
8.068143870,0.145466015,2.369378567,0.853994727
8.078141870,0.140934631,2.725285769,1.030773163
8.088138870,0.123848602,3.104738235,1.232666612
8.098136870,0.089398287,3.498279572,1.412173986
8.108134870,0.044942673,3.907708406,1.534921408
8.118131870,-0.006923656,4.268289089,1.580086350
8.128129870,-0.013079021,4.574874401,1.545624733
8.138127870,0.102464631,4.951854706,1.478533149
8.148124870,0.281020790,5.467797756,1.451986432
8.158122870,0.442920923,6.025333881,1.498012543
8.168120870,0.602006435,6.670138359,1.632320881
8.178117870,0.717955470,7.331240177,1.824994683
8.188115870,0.721481204,7.809642792,1.998484969
8.198113870,0.628354669,8.047659874,2.082916498
8.208111870,0.536280930,8.165037155,2.092662573
8.218108870,0.416883260,8.158116341,2.036044598
8.228106870,0.276020169,7.949470997,1.924391389
8.238104870,0.236300126,7.715849876,1.747109532
8.248101870,0.312840462,7.511110783,1.549523234
8.258099870,0.455769539,7.333839417,1.339374304
8.268097870,0.634349108,7.252337933,1.138303757
8.278094870,0.752434611,7.245230675,0.939226091
8.288092870,0.777817488,7.103292465,0.705858588
8.298090870,0.707777560,6.739109039,0.430602997
8.308087870,0.602800548,6.101550579,0.142675310
8.318085870,0.564919055,5.269988060,-0.143646956
8.328083870,0.646178246,4.399791241,-0.394495159
8.338080870,0.805442691,3.578995705,-0.624070048
8.348078870,1.013062477,2.838351011,-0.850871503
8.358076870,1.241762877,2.228475809,-0.994750440
8.368073870,1.424528718,1.766205549,-1.001150012
8.378071870,1.486169815,1.373084545,-0.918023407
8.388069870,1.403900743,1.064200401,-0.792769909
8.398067870,1.217427969,0.872171104,-0.637597561
8.408064870,0.969326556,0.743155062,-0.479958952
8.418062870,0.695025325,0.563310683,-0.363375008
8.428060870,0.426407248,0.323498309,-0.292801499
8.438057870,0.202820197,0.053778164,-0.243153259
8.448055870,0.041383110,-0.179479331,-0.203678027
8.458053870,-0.043022782,-0.377780885,-0.166738525
8.468050870,-0.039251745,-0.531055093,-0.129556805
8.478048870,0.038026832,-0.679314017,-0.094455324
8.488046870,0.161980197,-0.814089954,-0.070222422
8.498043870,0.286036581,-0.889738083,-0.048568167
8.508041870,0.377010137,-0.906087518,-0.026701754
8.518039870,0.409239441,-0.898571312,-0.014345397
8.528036870,0.395102590,-0.866004050,-0.016248226
8.538034870,0.348627806,-0.812168717,-0.040041845
8.548032870,0.286686420,-0.792706311,-0.065225497
8.558029870,0.240421981,-0.833964467,-0.065101057
8.568027870,0.227593526,-0.886223137,-0.042887095
8.578025870,0.225400910,-0.920308650,0.007249839
8.588022870,0.203969657,-0.938490331,0.057326589
8.598020870,0.177409440,-0.899294078,0.081487834
8.608018870,0.158258647,-0.812726676,0.096565053
8.618015870,0.133026957,-0.711465359,0.110700794
8.628013870,0.110818334,-0.579372823,0.121104427
8.638011870,0.098574899,-0.451337546,0.127404287
8.648009870,0.080255009,-0.365527302,0.127814412
8.658006870,0.048365850,-0.327381253,0.101480953
8.668004870,0.025378242,-0.350682586,0.068557896
8.678002870,0.022583151,-0.409797698,0.039251629
8.687999870,0.024863616,-0.495572269,0.027714018
8.697997870,0.017995369,-0.593548238,0.027007606
8.707995870,0.027545197,-0.649420321,0.027800430
8.717992870,0.043950956,-0.665843666,0.034893505
8.727990870,0.064761691,-0.661325336,0.043538660
8.737988870,0.085951179,-0.624774635,0.047419582
8.747985870,0.110955335,-0.528000414,0.047201734
8.757983870,0.133253634,-0.381890744,0.043817524
8.767981870,0.136160478,-0.218105823,0.033184320
8.777978410,0.111076117,-0.064277090,0.029104745
8.787976410,0.065226868,0.035580538,0.041196562
8.797974410,0.023379099,0.086056657,0.051436760
8.807971410,-0.003787009,0.085100844,0.053120408
8.817969410,-0.020967292,0.039378170,0.040174197
8.827967420,-0.030120840,-0.031475499,0.025416026
8.837964410,-0.023883453,-0.083143756,0.020455888
8.847962410,-0.017100114,-0.098184489,0.012549230
8.857960410,-0.014519500,-0.089051068,0.007125153
8.867958410,-0.014962118,-0.052708235,0.006722749
8.877955410,-0.024459843,0.001812475,0.017990489
8.887953410,-0.026887847,0.039863188,0.028728086
8.897951420,-0.029746877,0.069567740,0.026059592
8.907948410,-0.044567637,0.066163421,0.000984599
8.917946410,-0.068402000,0.038409367,-0.027615346
8.927944410,-0.089987986,0.005575788,-0.046899296
8.937941410,-0.099306673,-0.016676961,-0.053511322
8.947939410,-0.109511107,-0.019687664,-0.055006687
8.957937410,-0.114550322,-0.013669279,-0.050637044
8.967934410,-0.112986512,-0.010631944,-0.055522610
8.977932410,-0.104808688,-0.015949761,-0.053892344
8.987930410,-0.088082172,-0.030488227,-0.050012119
8.997927410,-0.068162106,-0.046698581,-0.039634869
9.007925410,-0.052513905,-0.059366442,-0.027945191
9.017923410,-0.042844512,-0.061843824,-0.023401555
9.027920410,-0.045621391,-0.069877252,-0.028384862
9.037918420,-0.052798849,-0.086930051,-0.035201259
9.047916410,-0.052814029,-0.086134300,-0.046352979
9.057913410,-0.057932489,-0.069457173,-0.049481973
9.067911410,-0.063394099,-0.051164184,-0.041754279
9.077909410,-0.067595564,-0.042733397,-0.027147517
9.087907410,-0.066150263,-0.042264946,-0.017822191
9.097904410,-0.065339804,-0.049711645,-0.017061144
9.107902420,-0.058100533,-0.055745572,-0.008701480
9.117900410,-0.042724703,-0.046047576,0.009535975
9.127897410,-0.039459668,-0.034287054,0.027978100
9.137895410,-0.034933023,-0.037462778,0.039599996
9.147893410,-0.031747885,-0.047481325,0.039354187
9.157890410,-0.026254812,-0.073792011,0.039566621
9.167888410,-0.016048515,-0.082897350,0.042701960
9.177886420,0.000250506,-0.070745863,0.042226173
9.187883410,0.013935958,-0.038206562,0.038642358
9.197881410,0.017672524,0.005650678,0.034280341
9.207879410,0.016605929,0.045862015,0.033123732
9.217876410,0.002377191,0.071563378,0.038768567
9.227874410,-0.020699898,0.089407094,0.038035665
9.237872410,-0.035291716,0.087416813,0.037949774
9.247869410,-0.040834289,0.063410014,0.027684622
9.257867410,-0.035771027,0.027357498,0.015679011
9.267865410,-0.023333535,-0.009848193,0.000264634
9.277862410,-0.001465148,-0.030632399,-0.008085629
9.287860410,0.013773993,-0.037377119,-0.015730232
9.297858410,0.016910223,-0.036109988,-0.024228854
9.307855410,0.011013186,-0.031005774,-0.030210581
9.317853410,0.006314836,-0.036564853,-0.026094133
9.327851410,0.013971157,-0.034649242,-0.018377889
9.337848410,0.016772281,-0.024108870,-0.009467767
9.347846410,0.011865408,-0.023990093,-0.000389051
9.357844410,0.002712889,-0.043602433,0.005537368
9.367842410,-0.003460585,-0.059283122,0.001543425
9.377839410,-0.014406780,-0.070522606,-0.002806216
9.387837420,-0.032969810,-0.080532365,0.001135262
9.397835410,-0.047442298,-0.092888996,0.010817855
9.407832410,-0.047394093,-0.111501031,0.023218596
9.417830410,-0.040828753,-0.156041846,0.030478172
9.427828410,-0.035900574,-0.252702624,0.025958788
9.437825410,-0.023643386,-0.350792259,0.007079921
9.447823410,-0.016845135,-0.439066738,-0.005046517
9.457821420,-0.033777107,-0.553055704,-0.022846561
9.467818410,-0.103832364,-0.710648537,-0.062797442
9.477816410,-0.231640995,-0.929117262,-0.124712870
9.487814410,-0.391947836,-1.213267565,-0.202563986
9.497811410,-0.542184234,-1.553217649,-0.263418764
9.507809410,-0.644055963,-1.904502630,-0.279509872
9.517807410,-0.692928612,-2.249776363,-0.248264328
9.527804410,-0.676842630,-2.577791929,-0.187323734
9.537802410,-0.644803107,-2.909406185,-0.104729377
9.547800410,-0.626991570,-3.266258240,0.002839689
9.557797410,-0.662319899,-3.643685341,0.115426660
9.567795410,-0.740682840,-4.035594940,0.193384305
9.577793410,-0.851354897,-4.452846527,0.239742875
9.587790420,-0.956582785,-4.871502876,0.250880480
9.597788410,-1.034786701,-5.303115368,0.232387751
9.607786410,-1.064215660,-5.842360497,0.204212308
9.617783410,-1.045881033,-6.398263931,0.150879174
9.627781410,-0.973880291,-6.890098572,0.046591911
9.637779410,-0.820071280,-7.358131886,-0.114711672
9.647777410,-0.580254435,-7.826362610,-0.368460834
9.657774410,-0.297767013,-8.348618507,-0.688256383
9.667772410,-0.057926722,-8.927450180,-0.980536461
9.677770410,0.075436220,-9.480738640,-1.231227994
9.687767410,0.116920814,-9.845006943,-1.492588997
9.697765410,0.109663390,-9.919093132,-1.771162987
9.707763410,0.054622769,-9.777763367,-2.011876345
9.717760410,-0.001336807,-9.480275154,-2.200329065
9.727758410,-0.050167464,-8.981325150,-2.291030407
9.737756420,-0.119663916,-8.357689857,-2.248775959
9.747753410,-0.238676325,-7.600032330,-2.128664017
9.757751410,-0.388698339,-6.833220482,-1.950253367
9.767749410,-0.524001539,-6.069374561,-1.788695097
9.777746540,-0.570570529,-5.414076805,-1.627251625
9.787744540,-0.524908483,-4.799929619,-1.442173958
9.797742540,-0.451278001,-4.195137978,-1.244151592
9.807739540,-0.360008538,-3.549870014,-1.059411645
9.817737540,-0.245364711,-2.896860123,-0.863637686
9.827735540,-0.134306639,-2.315834284,-0.645523727
9.837732540,-0.052675422,-1.866878748,-0.441504806
9.847730540,0.003094103,-1.574216962,-0.273235112
9.857728540,0.057391766,-1.380441546,-0.149831832
9.867725540,0.132907301,-1.177198172,-0.072617732
9.877723540,0.228196785,-0.932177067,-0.012816967
9.887721540,0.303552270,-0.638744950,0.042154670
9.897718540,0.316495806,-0.322040916,0.100154445
9.907716540,0.246727094,0.076184191,0.138012886
9.917714540,0.120121665,0.572359919,0.155286923
9.927711540,-0.001973082,1.320344925,0.211044982
9.937709540,-0.093580142,2.340788841,0.359596461
9.947707540,-0.131420463,3.544267178,0.566595197
9.957704540,-0.110569112,4.755164623,0.863358080
9.967702540,-0.044411667,5.948157787,1.194144130
9.977700540,0.066338822,7.012879372,1.540871978
9.987698540,0.200145349,7.956261635,1.831356764
9.997695540,0.339595258,8.746410370,2.043664217
10.007693540,0.455182314,9.335281372,2.193091154
10.017691540,0.571980000,9.785352707,2.272572041
10.027688540,0.721181750,10.119093890,2.281232119
10.037686540,0.908573985,10.425415990,2.223157167
10.047684540,1.064533472,10.622538570,2.133536100
10.057681540,1.137852669,10.627253530,2.043812752
10.067679540,1.125015497,10.429395680,1.939162135
10.077677540,1.033326149,10.122626300,1.807696819
10.087674540,0.862820506,9.793372154,1.618525505
10.097672540,0.655265272,9.417558670,1.368824840
10.107670540,0.462215662,8.873070717,1.109727740
10.117667540,0.350840718,8.281339645,0.864339232
10.127665540,0.310267448,7.658564568,0.652452588
10.137663540,0.352978140,7.042755604,0.509731114
10.147660540,0.472362578,6.484439373,0.447115421
10.157658540,0.596287548,6.001905918,0.466749162
10.167656540,0.655261934,5.537374973,0.506836951
10.177653540,0.630371153,4.959386826,0.490426451
10.187651540,0.516804635,4.193288803,0.396331638
10.197649540,0.337345362,3.282386541,0.218948409
10.207646540,0.173942819,2.306989431,-0.020254061
10.217644540,0.060824767,1.420118928,-0.234931395
10.227642540,-0.047296911,0.676528454,-0.344687968
10.237639540,-0.156096712,0.030417530,-0.334735572
10.247637540,-0.222344980,-0.546817541,-0.259072751
10.257635540,-0.246224046,-1.087493062,-0.187714532
10.267632540,-0.243928388,-1.695292711,-0.169421822
10.277630540,-0.240684837,-2.403811455,-0.206912115
10.287628540,-0.272821188,-3.178044319,-0.296572506
10.297625540,-0.366365910,-3.994913578,-0.412130326
10.307623540,-0.491603732,-4.861817360,-0.487931609
10.317621540,-0.632675886,-5.698595047,-0.506027937
10.327618540,-0.806160092,-6.601157665,-0.488280952
10.337616540,-1.008730412,-7.684900284,-0.421648771
10.347614540,-1.191713333,-8.829041481,-0.367159158
10.357612540,-1.267272115,-10.089097980,-0.415492863
10.367609540,-1.149677753,-11.401886940,-0.587795377
10.377607540,-0.844483435,-12.531767850,-0.890270650
10.387605540,-0.467471957,-13.350813870,-1.274998069
10.397602540,-0.195827872,-13.700497630,-1.650108218
10.407600540,-0.131138086,-13.582875250,-1.953176975
10.417598540,-0.237177342,-13.251496320,-2.152967215
10.427595540,-0.404900581,-12.778365140,-2.271926641
10.437593540,-0.574047744,-12.196533200,-2.351400614
10.447591540,-0.720498204,-11.466877940,-2.435294867
10.457588540,-0.853605807,-10.655386920,-2.548195839
10.467586540,-0.961414814,-9.868428230,-2.644029856
10.477584540,-1.047506452,-9.128875732,-2.663389921
10.487581540,-1.109490752,-8.414817810,-2.599528313
10.497579540,-1.116006374,-7.661931038,-2.473783493
10.507577540,-1.026496172,-6.781727791,-2.302014589
10.517574540,-0.822319150,-5.762526035,-2.043470383
10.527572540,-0.546056390,-4.624115467,-1.675143838
10.537570540,-0.277400732,-3.419208765,-1.209840298
10.547567540,-0.075001545,-2.239631176,-0.692199469
10.557565540,0.041884825,-1.123329282,-0.192258135
10.567563540,0.150645405,-0.193349883,0.234218091
10.577560540,0.322511315,0.590830386,0.548541665
10.587558540,0.495159507,1.263902545,0.743299663
10.597556540,0.579516947,1.977714419,0.872377396
10.607553540,0.557746649,2.930073738,0.978451610
10.617551540,0.491378248,4.160267353,1.076795101
10.627549540,0.416256338,5.432988644,1.399453878
10.637546540,0.326683015,6.749630928,1.780332327
10.647544540,0.250246286,8.059646606,2.086639643
10.657542540,0.244481862,9.262314796,2.311513662
10.667539540,0.369688779,10.356138230,2.436846733
10.677537540,0.587454379,11.260241510,2.505187988
10.687535540,0.832475305,11.994263650,2.509424448
10.697532540,1.068363786,12.551095010,2.497688293
10.707530540,1.289331317,13.024473190,2.519110680
10.717528540,1.481938601,13.506116870,2.573596478
10.727525540,1.659278274,13.951553340,2.593071699
10.737523540,1.830211282,14.187120440,2.555431843
10.747521540,1.988808632,14.342803000,2.448717833
10.757518540,2.038431406,14.396476750,2.289449215
10.767516540,1.930341721,14.310043330,2.082279921
10.777514540,1.745509744,13.904872890,1.750324011
10.787511750,1.618695617,13.408949850,1.297532916
10.797509750,1.571471572,12.796484950,0.797204912
10.807507750,1.570425987,11.921854020,0.305809110
10.817505750,1.601994395,10.740154270,-0.116984785
10.827502750,1.612031341,9.186170578,-0.437719941
10.837500750,1.526716828,7.238302708,-0.747960985
10.847498750,1.395103097,5.120571136,-1.057726026
10.857495750,1.243659616,3.327255249,-1.397611856
10.867493750,0.966804147,1.859163642,-1.553370118
10.877491750,0.687128186,0.797156811,-1.437270284
10.887488750,0.545368671,0.166579649,-1.130714893
10.897486750,0.480122954,-0.246566310,-0.734469533
10.907484750,0.390506238,-0.636861324,-0.385728598
10.917481750,0.255866855,-1.134762287,-0.169481114
10.927479750,0.072886392,-1.765989780,-0.101492994
10.937477750,-0.112246089,-2.579322338,-0.176173270
10.947474750,-0.270585388,-3.606749058,-0.327229083
